X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1FOSFORO,ME1FOSFORO,MI1FOSFORO,MA1FOSFORO,SD1FOSFORO,LATITUDE,LONGITUDE
-39.86352,-13.557659999569442,1729,RCSPRT100,BA,INGÁ,Rio Preto,1,3,0.04,0.02,0.08,0.035,-13.55766,-39.86352
-39.49122,-13.606579999568019,1730,RCSPRT400,BA,INGÁ,Rio Preto,1,3,0.023,0.02,0.03,0.006,-13.60658,-39.49122
-39.10114,-13.436999999573002,1731,RCSSRP600,BA,INEMA,Sarapuí,1,3,0.02,0.02,0.02,0,-13.437,-39.10114
-39.08025,-13.365219999575126,1732,RCSUNA300,BA,INGÁ,Rio Una,1,3,0.02,0.02,0.02,0,-13.36522,-39.08025
-43.30075,-20.691939999375624,1733,RD001,MG,IGAM,Rio Piranga,1,4,0.02,0.02,0.02,0,-20.69194,-43.30075
-43.11583,-20.785279999373341,1734,RD004,MG,IGAM,Rio Xopotó,1,4,0.023,0.02,0.03,0.005,-20.78528,-43.11583
-43.09194,-20.67193999937615,1735,RD007,MG,IGAM,Rio Piranga,1,4,0.02,0.02,0.02,0,-20.67194,-43.09194
-43.31806,-20.351389999384082,1736,RD009,MG,IGAM,Rio do Carmo,1,4,0.092,0.06,0.14,0.034,-20.35139,-43.31806
-42.90389,-20.383889999383296,1737,RD013,MG,IGAM,Rio Piranga,1,12,0.049,0.02,0.12,0.029,-20.38389,-42.90389
-42.62972,-20.098059999390429,1738,RD018,MG,IGAM,Rio Casca,1,4,0.058,0.04,0.09,0.022,-20.09806,-42.62972
-42.75222,-20.021939999392341,1739,RD019,MG,IGAM,Rio Doce,1,12,0.026,0.02,0.08,0.017,-20.02194,-42.75222
-42.44111,-20.100279999390384,1740,RD021,MG,IGAM,Rio Matipó,1,4,0.022,0.02,0.03,0.005,-20.10028,-42.44111
-42.485,-19.759719999399021,1741,RD023,MG,IGAM,Rio Doce,1,12,0.032,0.02,0.07,0.015,-19.75972,-42.485
-43.17861,-19.941669999394392,1742,RD025,MG,IGAM,Rio Piracicaba,1,4,0.065,0.02,0.18,0.077,-19.94167,-43.17861
-43.12,-19.835279999397105,1743,RD026,MG,IGAM,Rio Piracicaba,1,4,0.08,0.04,0.15,0.048,-19.83528,-43.12
-43.23333,-19.809999999397732,1744,RD027,MG,IGAM,Rio Santa Bárbara,1,4,0.025,0.02,0.03,0.006,-19.81,-43.23333
-43.04417,-19.766939999398801,1745,RD029,MG,IGAM,Rio Piracicaba,1,4,0.082,0.02,0.24,0.106,-19.76694,-43.04417
-43.02639,-19.750559999399254,1746,RD030,MG,IGAM,Rio do Peixe,1,4,0.158,0.08,0.29,0.093,-19.75056,-43.02639
-42.6575,-19.530829999404826,1747,RD031,MG,IGAM,Rio Piracicaba,1,4,0.032,0.02,0.05,0.013,-19.53083,-42.6575
-42.8025,-19.618329999402622,1748,RD032,MG,IGAM,Rio Piracicaba,1,4,0.06,0.02,0.16,0.067,-19.61833,-42.8025
-42.37444,-19.323329999410166,1749,RD033,MG,IGAM,Rio Doce,1,12,0.046,0.03,0.1,0.019,-19.32333,-42.37444
-42.60333,-19.530559999404833,1750,RD034,MG,IGAM,Rio Piracicaba,1,4,0.04,0.02,0.05,0.014,-19.53056,-42.60333
-42.49417,-19.48860999940592,1751,RD035,MG,IGAM,Rio Doce,1,12,0.044,0.02,0.12,0.029,-19.48861,-42.49417
-42.34306,-19.223609999412744,1752,RD039,MG,IGAM,Rio Santo Antônio,1,4,0.025,0.02,0.04,0.01,-19.22361,-42.34306
-42.1625,-19.02082999941797,1753,RD040,MG,IGAM,Rio Corrente Grande,1,4,0.023,0.02,0.03,0.005,-19.02083,-42.1625
-41.95278,-18.883329999421562,1754,RD044,MG,IGAM,Rio Doce,1,12,0.034,0.02,0.1,0.023,-18.88333,-41.95278
-41.835,-18.86832999942196,1755,RD045,MG,IGAM,Rio Doce,1,12,0.038,0.02,0.06,0.015,-18.86833,-41.835
-41.92056,-18.576669999429544,1756,RD049,MG,IGAM,Rio Suaçuí Grande,1,4,0.048,0.02,0.1,0.038,-18.57667,-41.92056
-41.64694,-18.974669999419188,1757,RD053,MG,IGAM,Rio Doce,1,12,0.044,0.02,0.19,0.049,-18.97467,-41.64694
-42.13283,-19.726669999399864,1758,RD056,MG,IGAM,Rio Caratinga,1,4,0.395,0.21,0.65,0.193,-19.72667,-42.13283
-41.52556,-19.067219999416796,1759,RD057,MG,IGAM,Rio Caratinga,1,4,0.082,0.02,0.19,0.081,-19.06722,-41.52556
-41.46639,-19.17916999941388,1760,RD058,MG,IGAM,Rio Doce,1,12,0.034,0.02,0.1,0.024,-19.17917,-41.46639
-41.23861,-19.341109999409724,1761,RD059,MG,IGAM,Rio Doce,1,12,0.033,0.02,0.09,0.021,-19.34111,-41.23861
-41.92331,-20.120279999389876,1762,RD064,MG,IGAM,Rio Manhuaçu,1,4,0.032,0.03,0.04,0.005,-20.12028,-41.92331
-41.16944,-19.497499999405701,1763,RD065,MG,IGAM,Rio Manhuaçu,1,4,0.082,0.02,0.27,0.125,-19.4975,-41.16944
-41.01386,-19.50585999940547,1764,RD067,MG,IGAM,Rio Doce,1,12,0.044,0.02,0.25,0.066,-19.50586,-41.01386
-43.65702,-21.060529999366626,1765,RD068,MG,IGAM,Rio Piranga,1,4,0.028,0.02,0.03,0.005,-21.06053,-43.65702
-43.5943,-20.823579999372392,1766,RD069,MG,IGAM,Rio Piranga,1,4,0.025,0.02,0.03,0.006,-20.82358,-43.5943
-42.98797,-20.579349999378401,1767,RD070,MG,IGAM,Rio Turvo,1,4,0.07,0.06,0.1,0.02,-20.57935,-42.98797
-43.03232,-20.282829999385807,1768,RD071,MG,IGAM,Rio do Carmo,1,4,0.023,0.02,0.03,0.005,-20.28283,-43.03232
-42.8853,-19.247499999412113,1769,RD072,MG,IGAM,Rio Doce,1,12,0.05,0.02,0.22,0.056,-19.2475,-42.8853
-42.4454,-19.708949999400307,1770,RD073,MG,IGAM,Ribeirão do Sacramento,1,4,0.028,0.02,0.05,0.015,-19.70895,-42.4454
-43.41317,-20.178779999388443,1771,RD074,MG,IGAM,Rio Piracicaba,1,4,0.02,0.02,0.02,0,-20.17878,-43.41317
-43.29458,-20.159889999388923,1772,RD075,MG,IGAM,Rio Piracicaba,1,4,0.03,0.02,0.06,0.02,-20.15989,-43.29458
-43.00322,-19.784169999398401,1773,RD076,MG,IGAM,Rio da Prata,1,4,0.045,0.02,0.09,0.033,-19.78417,-43.00322
-43.4454,-19.07281999941662,1774,RD077,MG,IGAM,Rio Santo Antônio,1,4,0.02,0.02,0.02,0,-19.07282,-43.4454
-43.1779,-19.294569999410921,1775,RD078,MG,IGAM,Rio Preto do Itambé,1,4,0.02,0.02,0.02,0,-19.29457,-43.1779
-43.17135,-19.097649999415978,1776,RD079,MG,IGAM,Rio do Peixe,1,4,0.02,0.02,0.02,0,-19.09765,-43.17135
-43.01598,-19.300829999410759,1777,RD080,MG,IGAM,Rio do Tanque,1,4,0.02,0.02,0.02,0,-19.30083,-43.01598
-42.87983,-19.229829999412566,1778,RD081,MG,IGAM,Rio Santo Antônio,1,4,0.028,0.02,0.04,0.01,-19.22983,-42.87983
-42.8783,-19.061629999416908,1779,RD082,MG,IGAM,Rio Guanhães,1,4,0.023,0.02,0.03,0.005,-19.06163,-42.8783
-42.15444,-19.095579999416028,1780,RD083,MG,IGAM,Rio Doce,1,12,0.031,0.02,0.06,0.013,-19.09558,-42.15444
-42.13944,-18.783689999424134,1781,RD084,MG,IGAM,Rio Suaçuí Pequeno,1,4,0.035,0.02,0.05,0.013,-18.78369,-42.13944
-42.79164,-18.355109999435424,1782,RD085,MG,IGAM,Rio Suaçuí Grande,1,4,0.023,0.02,0.03,0.005,-18.35511,-42.79164
-42.29881,-18.376059999434844,1783,RD086,MG,IGAM,Rio Suaçuí Grande,1,4,0.035,0.02,0.08,0.03,-18.37606,-42.29881
-42.05228,-18.414969999433811,1784,RD087,MG,IGAM,Rio Urupuca,1,4,0.045,0.02,0.1,0.038,-18.41497,-42.05228
-41.79944,-18.58916999942927,1785,RD088,MG,IGAM,Rio Itambacuri,1,4,0.078,0.03,0.17,0.063,-18.58917,-41.79944
-41.78439,-18.850279999422408,1786,RD089,MG,IGAM,Rio Suaçuí Grande,1,4,0.038,0.02,0.08,0.029,-18.85028,-41.78439
-41.91458,-18.958079999419603,1787,RD090,MG,IGAM,Ribeirão Traíras,1,4,0.038,0.02,0.06,0.021,-18.95808,-41.91458
-42.14606,-19.994889999393035,1788,RD091,MG,IGAM,Córrego do Pião,1,4,0.073,0.02,0.2,0.085,-19.99489,-42.14606
-41.87542,-19.507559999405444,1789,RD092,MG,IGAM,Rio Preto,1,4,0.025,0.02,0.03,0.006,-19.50756,-41.87542
-41.84964,-19.346079999409543,1790,RD093,MG,IGAM,Rio Caratinga,1,4,0.028,0.02,0.04,0.01,-19.34608,-41.84964
-41.29506,-19.176139999413934,1791,RD094,MG,IGAM,Rio do Eme,1,4,0.047,0.02,0.06,0.019,-19.17614,-41.29506
-42.1474,-20.289669999385652,1792,RD095,MG,IGAM,Rio Manhuaçu,1,4,0.025,0.02,0.03,0.006,-20.28967,-42.1474
-41.9875,-20.156119999388974,1793,RD096,MG,IGAM,Rio São Mateus ou Rio São Simão,1,4,0.038,0.02,0.07,0.022,-20.15612,-41.9875
-41.45762,-19.652229999401712,1794,RD097,MG,IGAM,Rio José Pedro,1,4,0.042,0.02,0.07,0.022,-19.65223,-41.45762
-41.65403,-19.531389999404833,1795,RD098,MG,IGAM,Rio Manhuaçu,1,4,0.045,0.02,0.07,0.024,-19.53139,-41.65403
-43.41194,-20.073469999391047,1796,RD099,MG,IGAM,Rio Maquiné,1,4,0.02,0.02,0.02,0,-20.07347,-43.41194
-41.01391,-19.505169999405517,1797,RDC1C005,ES,IEMA,Rio Doce,1,4,0,0,0,0,-19.50517,-41.01391
-40.06569,-19.41088999940791,1798,RDC1C025,ES,IEMA,Rio Doce,1,4,0,0,0,0,-19.41089,-40.06569
-40.64698,-19.540399999404567,1799,RDC1D015,ES,IEMA,Rio Doce,1,3,0,0,0,0,-19.5404,-40.64698
-40.58003,-19.516839999405207,1800,RDC1D020,ES,IEMA,Rio Doce,1,3,0,0,0,0,-19.51684,-40.58003
-40.81434,-19.526719999404953,1801,RDC1E010,ES,IEMA,Rio Doce,1,4,0,0,0,0,-19.52672,-40.81434
-39.94751,-19.431669999407379,1802,RDC1E030,ES,IEMA,Rio Doce,1,4,0,0,0,0,-19.43167,-39.94751
-41.00741,-19.512109999405322,1803,RDC2C007,ES,IEMA,Rio Guandu,1,4,0,0,0,0,-19.51211,-41.00741
-40.71256,-19.537419999404662,1804,RDC2C012,ES,IEMA,Rio Santa Joana,1,4,0,0,0,0,-19.53742,-40.71256
-40.61161,-19.506689999405452,1805,RDC2C017,ES,IEMA,Informação não disponível,1,4,0,0,0,0,-19.50669,-40.61161
-39.70806,-18.278889999437418,1806,RDCRDC800 ,BA,INEMA,Riacho Doce,1,3,0.023,0.02,0.03,0.006,-18.27889,-39.70806
-40.04058,-3.761739999876267,1807,REA01,CE,COGERH,Informação não disponível,2,4,0.182,0.155,0.238,0.039,-3.76174,-40.04058
-37.9418,-11.478999999631508,1808,REAFBC300,BA,INEMA,Riacho Fonte Branca,1,3,0.027,0.02,0.04,0.012,-11.479,-37.9418
-38.1867,-10.706999999655077,1809,REAREA100,BA,INGÁ,Real,1,3,4.517,2.26,8.39,3.37,-10.707,-38.1867
-38.00372,-11.192689999640253,1810,REAREA300,BA,INGÁ,Real,1,3,1.097,0.19,1.72,0.803,-11.19269,-38.00372
-37.56753,-11.563829999628942,1811,REAREA500,BA,INGÁ,Real,1,3,0.033,0.02,0.06,0.023,-11.56383,-37.56753
-46.38861,-23.974719999298813,1812,REIS02900,SP,CETESB,Rio Canal Barreiros,1,6,0.36,0.28,0.47,0.083,-23.97472,-46.38861
-46.4456,-23.739699999304047,1813,RGDE02200,SP,CETESB,Reservatório do Rio Grande,2,6,0.063,0.03,0.11,0.029,-23.7397,-46.4456
-46.03333,-23.768609999303401,1814,RGDE02900,SP,CETESB,Reservatório do Rio Grande,2,6,0.042,0.01,0.1,0.032,-23.76861,-46.03333
-45.42999,-23.657049999305894,1815,RGOA02900,SP,CETESB,Rio Lagoa,1,6,0.637,0.21,1.18,0.329,-23.65705,-45.42999
-48.80972,-22.260829999337837,1816,RGRA02990,SP,CETESB,Ribeirão Grande,1,6,0.579,0.17,0.88,0.296,-22.26083,-48.80972
-38.53639,-3.989279999868867,1817,RIA02,CE,COGERH,Informação não disponível,2,2,0.036,0.013,0.058,0.032,-3.98928,-38.53639
-38.9579,-6.76692999977891,1818,RIA06,CE,COGERH,Informação não disponível,2,4,0.034,0.013,0.098,0.042,-6.76693,-38.9579
-39.49102,-5.165959999830534,1819,RIA10,CE,COGERH,Açude Riachão,2,13,0.068,0.013,0.221,0.065,-5.16596,-39.49102
-39.50387,-5.144779999831261,1820,RIA13,CE,COGERH,Riachão,1,4,0.067,0.013,0.106,0.043,-5.14478,-39.50387
-39.53071,-5.134769999831568,1821,RIA15,CE,COGERH,Açude Riachão,2,4,0.066,0.013,0.125,0.062,-5.13477,-39.53071
-48.8269,-24.654199999284032,1822,RIBE02500,SP,CETESB,Rio Ribeira,1,6,0.09,0.04,0.13,0.038,-24.6542,-48.8269
-47.92806,-24.392779999289683,1823,RIBE02900,SP,CETESB,Rio Ribeira,1,6,0.065,0.03,0.09,0.026,-24.39278,-47.92806
-48.12833,-21.310559999360514,1824,RICO02200,SP,CETESB,Córrego Rico,1,6,0.015,0.01,0.02,0.005,-21.31056,-48.12833
-48.15667,-21.310279999360482,1825,RICO02600,SP,CETESB,Córrego Rico,1,6,0.073,0.031,0.129,0.035,-21.31028,-48.15667
-48.01333,-21.233609999362375,1826,RICO03900,SP,CETESB,Córrego Rico,1,6,0.268,0.12,0.54,0.155,-21.23361,-48.01333
-47.8347,-24.489199999287568,1827,RIIG02500,SP,CETESB,Rio Ribeira de Iguape,1,6,0.067,0.03,0.1,0.023,-24.4892,-47.8347
-47.5697,-24.695299999283129,1828,RIIG02900,SP,CETESB,Rio Ribeira de Iguape,2,6,0.223,0.14,0.38,0.101,-24.6953,-47.5697
-47.39444,-24.649169999284158,1829,RIIG02995,SP,CETESB,Rio Ribeira de Iguape,1,6,0.192,0.12,0.31,0.07,-24.64917,-47.39444
-45.44139,-23.687779999305146,1830,RIJU02900,SP,CETESB,Rio Juqueriquerê,1,6,0.081,0.038,0.16,0.049,-23.68778,-45.44139
-47.8025,-21.27610999936136,1831,RIPE04250,SP,CETESB,Ribeirão Preto,1,6,1.16,0.83,1.8,0.356,-21.27611,-47.8025
-47.81556,-21.086939999365974,1832,RIPE04900,SP,CETESB,Ribeirão Preto,1,6,0.658,0.26,1.05,0.325,-21.08694,-47.81556
-39.31002,-4.408899999855183,1833,RIS01,CE,COGERH,Informação não disponível,2,4,0.226,0.17,0.289,0.05,-4.4089,-39.31002
-50.2629,-19.572799999403742,1834,RITA02700,SP,CETESB,Ribeirão Santa Rita,1,6,0.059,0.047,0.069,0.009,-19.5728,-50.2629
-37.3123,-7.238399999763836,1835,RM52,PB,SUDEMA,Açude Riacho das Moças (Matureia),2,2,0.04,0.03,0.05,0.014,-7.2384,-37.3123
-40.63039,-19.932049999394639,1836,RMA2C001,ES,IEMA,Rio Timbuí,1,4,0,0,0,0,-19.93205,-40.63039
-40.58728,-19.932639999394613,1837,RMA2C005,ES,IEMA,Rio Timbuí,1,4,0,0,0,0,-19.93264,-40.58728
-40.41505,-19.934069999394602,1838,RMA2C010,ES,IEMA,Rio Reis Magos,1,4,0,0,0,0,-19.93407,-40.41505
-40.40568,-19.942429999394371,1839,RMA2D015,ES,IEMA,Rio Fundão,1,4,0,0,0,0,-19.94243,-40.40568
-49.95667,-20.405279999382763,1840,RMAR02900,SP,CETESB,Reservatório do Córrego Marinheirinho,2,6,0.017,0.01,0.02,0.005,-20.40528,-49.95667
-40.8999,-20.889949999370764,1841,RNS1C005,ES,IEMA,Rio Novo,1,4,0,0,0,0,-20.88995,-40.8999
-40.93906,-20.853059999371695,1842,RNS1C010,ES,IEMA,Rio Novo,1,4,0,0,0,0,-20.85306,-40.93906
-47.02139,-21.532779999355153,1843,RONC02030,SP,CETESB,Ribeirão da Onça,1,6,0.025,0.019,0.029,0.004,-21.53278,-47.02139
-47.03139,-21.397499999358374,1844,RONC02400,SP,CETESB,Ribeirão da Onça,1,6,0.037,0.02,0.062,0.016,-21.3975,-47.03139
-39.24856,-3.814159999874594,1845,PEB11,CE,COGERH,Informação não disponível,2,2,0.026,0.026,0.026,0,-3.81416,-39.24856
-46.2883,-23.579199999307612,1846,PEBA00900,SP,CETESB,Reservatório Taiaçupeba,2,6,0.073,0.02,0.25,0.087,-23.5792,-46.2883
-46.8858,-23.576899999307674,1847,PEDA03900,SP,CETESB,Ribeirão das Pedras,1,6,1.462,0.9,2.25,0.576,-23.5769,-46.8858
-57.72569,-10.82330999965151,1848,PEI141,MT,SEMA,Rio dos Peixes,1,3,0.05,0.05,0.05,0,-10.82331,-57.72569
-50.05,-22.304399999336795,1849,PEIX02100,SP,CETESB,Rio do Peixe,1,6,0.091,0.02,0.146,0.045,-22.3044,-50.05
-50.76861,-22.002779999343897,1850,PEIX02400,SP,CETESB,Rio do Peixe-UGRHI 21,1,6,0.04,0.024,0.088,0.024,-22.00278,-50.76861
-51.1975,-21.825279999348158,1851,PEIX02600,SP,CETESB,Rio do Peixe-UGRHI 21,1,6,0.033,0.026,0.045,0.007,-21.82528,-51.1975
-51.7028,-21.604399999353411,1852,PEIX02800,SP,CETESB,Rio do Peixe,1,6,0.034,0.004,0.056,0.017,-21.6044,-51.7028
-45.10583,-23.486939999309662,1853,PEMI02900,SP,CETESB,Rio Perequê-Mirim,1,6,0.029,0.02,0.071,0.02,-23.48694,-45.10583
-46.3475,-23.464439999310205,1854,PEOV03900,SP,CETESB,Ribeirão Perová,1,6,0.797,0.21,2.05,0.721,-23.46444,-46.3475
-46.4178,-23.868299999301144,1855,PERE02900,SP,CETESB,Rio Perequê,1,6,0.027,0.01,0.05,0.014,-23.8683,-46.4178
-38.962,-4.444149999854003,1856,PES01,CE,COGERH,Pesqueiro,1,2,0.106,0.086,0.125,0.028,-4.44415,-38.962
-39.23467,-3.844549999873618,1857,PET01,CE,COGERH,Açude Pentecoste,2,4,0.19,0.125,0.299,0.076,-3.84455,-39.23467
-47.00611,-24.328889999291057,1858,PETO02900,SP,CETESB,Rio Preto,1,6,0.173,0.1,0.28,0.065,-24.32889,-47.00611
-47.25,-22.04829999934282,1859,PEVA02900,SP,CETESB,Rio da Itupeva,1,6,0.045,0.03,0.08,0.018,-22.0483,-47.25
-46.53556,-22.564719999330762,1860,PEXE02150,SP,CETESB,Rio do Peixe,1,6,0.092,0.07,0.1,0.013,-22.56472,-46.53556
-46.5048,-22.235399999338458,1861,PEXE02950,SP,CETESB,Rio do Peixe-UGRHI 9,1,6,0.15,0.1,0.3,0.084,-22.2354,-46.5048
-38.5212,-6.683799999781592,1862,PI73,PB,SUDEMA,Açude Pilões (São José do Rio do Peixe),2,2,0.26,0.14,0.38,0.17,-6.6838,-38.5212
-37.14837,-6.635099999783155,1863,PIA05,RN,IGARN,açude Carnaúba,2,2,0.096,0.076,0.115,0.028,-6.6351,-37.14837
-46.3925,-23.857499999301421,1864,PIAC02700,SP,CETESB,Rio Piaçaguera,1,6,17.8,13.2,26.8,4.767,-23.8575,-46.3925
-47.27583,-22.659719999328516,1865,PIAL02900,SP,CETESB,Ribeirão do Pinhal,1,6,0.037,0.02,0.07,0.021,-22.65972,-47.27583
-40.57031,-17.251999999464964,1866,PIJALB050,BA,INEMA,Alcobaça,1,3,0.043,0.02,0.07,0.025,-17.252,-40.57031
-40.23075,-17.373059999461681,1867,PIJALB200,BA,INEMA,Alcobaça,1,3,0.03,0.02,0.05,0.017,-17.37306,-40.23075
-40.21556,-17.376999999461582,1868,PIJALB230,BA,INEMA,Alcobaça,1,3,0.037,0.02,0.07,0.029,-17.377,-40.21556
-39.64567,-17.513249999457912,1869,PIJALB500,BA,INGÁ,Alcobaça,1,3,0.03,0.02,0.05,0.017,-17.51325,-39.64567
-39.42736,-17.505359999458097,1870,PIJALB700,BA,INGÁ,Alcobaça,1,3,0.03,0.02,0.05,0.017,-17.50536,-39.42736
-39.22361,-17.533999999457311,1871,PIJALB900,BA,INEMA,Alcobaça,1,3,0.037,0.02,0.07,0.029,-17.534,-39.22361
-40.18944,-16.84555999947602,1872,PIJJUC100,BA,INEMA,Jucuruçu,1,3,0.033,0.02,0.06,0.023,-16.84556,-40.18944
-39.84134,-16.838309999476227,1873,PIJJUN250,BA,INGÁ,Jucuruçu-Braço Norte,1,3,0.037,0.02,0.07,0.029,-16.83831,-39.84134
-39.5445,-17.045109999470601,1874,PIJJUN400,BA,INGÁ,Jucuruçu-Braço Norte,1,3,0.07,0.03,0.11,0.04,-17.04511,-39.5445
-39.62142,-17.24791999946509,1875,PIJJUS400,BA,INGÁ,Jucuruçu-Braço Sul,1,3,0.027,0.02,0.04,0.012,-17.24792,-39.62142
-39.78769,-17.812689999449809,1876,PIJPRP400,BA,INGÁ,Peruípe,1,3,0.037,0.02,0.07,0.029,-17.81269,-39.78769
-47.62944,-22.699169999327598,1877,PIMI02900,SP,CETESB,Ribeirão Piracicamirim,1,6,1.133,0.3,3,0.963,-22.69917,-47.62944
-46.6739,-23.702499999304823,1878,PINH04100,SP,CETESB,Rio Pinheiros,1,6,0.523,0.24,1.02,0.305,-23.7025,-46.6739
-46.70972,-23.664719999305671,1879,PINH04250,SP,CETESB,Rio Pinheiros,1,6,1.325,0.92,2.14,0.461,-23.66472,-46.70972
-46.69361,-23.593889999307258,1880,PINH04500,SP,CETESB,Rio Pinheiros,1,6,1.345,0.53,1.78,0.503,-23.59389,-46.69361
-46.7483,-23.531099999308669,1881,PINH04900,SP,CETESB,Rio Pinheiros,1,6,1.997,1.05,3.06,0.705,-23.5311,-46.7483
-46.98167,-23.010559999320463,1882,PINO02100,SP,CETESB,Ribeirão Pinheiros,1,5,0.318,0.09,1,0.385,-23.01056,-46.98167
-46.96083,-22.914719999322642,1883,PINO03900,SP,CETESB,Ribeirão Pinheiros,1,6,0.617,0.3,1,0.248,-22.91472,-46.96083
-38.44586,-7.506309999755263,1884,PIR26,PB,SUDEMA,Açude Piranhas (Ibiara),2,2,0.05,0.04,0.06,0.014,-7.50631,-38.44586
-46.4292,-23.714399999304593,1885,PIRE02900,SP,CETESB,Ribeirão Pires,1,6,1.155,0.54,1.77,0.464,-23.7144,-46.4292
-35.56952,-6.817999999777253,1886,Pirpirituba,PB, ,Açude Pirpirituba,2,2,0.065,0.06,0.07,0.007,-6.818,-35.56952
-48.12417,-20.560829999378893,1887,PITA04800,SP,CETESB,Ribeirão das Pitangueiras,1,6,1.607,0.732,3.35,1.161,-20.56083,-48.12417
-46.39111,-22.880829999323439,1888,PJ001,MG,IGAM,Rio Jaguari,1,4,0.073,0.06,0.08,0.01,-22.88083,-46.39111
-45.93722,-22.705279999327491,1889,PJ003,MG,IGAM,Rio Camanducaia,1,4,0.02,0.02,0.02,0,-22.70528,-45.93722
-46.15194,-22.763059999326146,1890,PJ006,MG,IGAM,Rio Camanducaia,1,4,0.132,0.11,0.16,0.022,-22.76306,-46.15194
-46.22639,-22.763329999326139,1891,PJ009,MG,IGAM,Rio Camanducaia,1,4,0.082,0.04,0.14,0.042,-22.76333,-46.22639
-46.45722,-22.706669999327424,1892,PJ012,MG,IGAM,Rio do Guardinha,1,4,0.03,0.02,0.04,0.008,-22.70667,-46.45722
-46.365,-22.754439999326337,1893,PJ015,MG,IGAM,Rio do Guardinha,1,4,0.028,0.02,0.05,0.015,-22.75444,-46.365
-46.39194,-22.744169999326591,1894,PJ018,MG,IGAM,Rio do Guardinha,1,4,0.153,0.07,0.31,0.109,-22.74417,-46.39194
-46.12333,-22.831389999324571,1895,PJ021,MG,IGAM,Rio Jaguari,1,4,0.03,0.02,0.04,0.008,-22.83139,-46.12333
-46.30639,-22.840279999324377,1896,PJ024,MG,IGAM,Rio Jaguari,1,4,0.035,0.02,0.05,0.013,-22.84028,-46.30639
-42.69639,-11.971109999616642,1897,PMIGRD500,BA,INEMA,Riacho Grande,1,2,0.025,0.02,0.03,0.007,-11.97111,-42.69639
-42.55172,-13.012859999585505,1898,PMIMCU100,BA,INGÁ,Açude Macaúbas,2,3,0.093,0.02,0.2,0.095,-13.01286,-42.55172
-42.14453,-13.417999999573562,1899,PMIPMI100,BA,INEMA,Paramirim,1,3,0.073,0.02,0.14,0.061,-13.418,-42.14453
-42.28889,-13.328059999576189,1900,PMIPMI200,BA,INEMA,Paramirim,1,2,0.19,0.1,0.28,0.127,-13.32806,-42.28889
-43.22264,-12.187189999610123,1901,PMIRSF350,BA,INGÁ,Rio São Francisco,1,2,0.04,0.03,0.05,0.014,-12.18719,-43.22264
-43.12108,-11.082109999643599,1902,PMIRSF450,BA,INGÁ,Rio São Francisco,1,2,0.025,0.02,0.03,0.007,-11.08211,-43.12108
-42.72672,-10.813329999651828,1903,PMIRSF470,BA,INGÁ,Rio São Francisco,1,2,0.04,0.02,0.06,0.028,-10.81333,-42.72672
-38.68821,-7.116629999767699,1904,PMS02,CE,COGERH,Açude Pompeu Sobrinho,2,2,0.151,0.133,0.169,0.025,-7.11663,-38.68821
-36.08864,-6.730109999780109,1905,PO63,PB,SUDEMA,Açude Poleiros (Barra de Santa Rosa),2,2,1.035,0.81,1.26,0.318,-6.73011,-36.08864
-47.09889,-23.614719999306775,1906,PORA02700,SP,CETESB,Rio Pirapora,1,6,0.347,0.24,0.57,0.118,-23.61472,-47.09889
-46.7908,-22.293899999337061,1907,PORC03900,SP,CETESB,Ribeirão dos Porcos,1,6,0.433,0.3,0.6,0.103,-22.2939,-46.7908
-38.65312,-5.261489999827429,1908,POT01,CE,COGERH,Informação não disponível,2,2,0.645,0.058,1.231,0.829,-5.26149,-38.65312
-35.77,-5.889999999807104,1909,POT02,RN,IGARN,Informação não disponível,2,3,0.388,0.168,0.544,0.196,-5.89,-35.77
-35.31666,-8.226919999732413,1910,PP10,PE,CPRH,Rio Pirapama,1,3,0.09,0.04,0.13,0.046,-8.22692,-35.31666
-35.26508,-8.242289999731943,1911,PP20,PE,CPRH,Rio Pirapama,1,4,0.295,0.1,0.76,0.312,-8.24229,-35.26508
-35.23723,-8.272229999730955,1912,PP24,PE,CPRH,Riacho da Destilaria Sibéria,1,4,0.115,0.08,0.16,0.037,-8.27223,-35.23723
-35.01501,-8.256459999731479,1913,PP68,PE,CPRH,Rio Gurjaú,1,4,0.375,0.17,0.7,0.246,-8.25646,-35.01501
-35.00737,-8.268319999731119,1914,PP75,PE,CPRH,Rio Pirapama,1,3,0.13,0.04,0.2,0.082,-8.26832,-35.00737
-34.98832,-8.260859999731316,1915,PP80,PE,CPRH,Rio Pirapama,1,4,0.135,0.09,0.22,0.059,-8.26086,-34.98832
-39.31731,-5.20081999982944,1916,PRA01,CE,COGERH,Informação não disponível,2,4,0.033,0.019,0.059,0.018,-5.20082,-39.31731
-45.68083,-22.826669999324661,1917,PRAT02400,SP,CETESB,Rio da Prata,1,6,0.168,0.077,0.29,0.082,-22.82667,-45.68083
-39.46813,-6.646709999782744,1918,PRB01,CE,COGERH,Informação não disponível,2,2,0.12,0.11,0.129,0.013,-6.64671,-39.46813
-40.24861,-15.235829999521007,1919,PRDCGR300,BA,INEMA,Catolé Grande,1,3,0.077,0.03,0.16,0.072,-15.23583,-40.24861
