X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1FOSFORO,ME1FOSFORO,MI1FOSFORO,MA1FOSFORO,SD1FOSFORO,LATITUDE,LONGITUDE
-40.23783,-15.261439999520254,1920,PRDCGR400,BA,INGÁ,Catolé Grande,1,3,0.08,0.04,0.13,0.046,-15.26144,-40.23783
-40.87028,-14.903329999530445,1921,PRDCLB100,BA,INGÁ,Córrego lagoa de Baixo,1,3,0.083,0.02,0.17,0.078,-14.90333,-40.87028
-40.04583,-15.653999999509146,1922,PRDJUN500,BA,INEMA,Córrego Jundiá,1,3,2.44,0.48,5.39,2.6,-15.654,-40.04583
-39.66083,-15.430999999515425,1923,PRDPRA100,BA,INEMA,da Prata,1,2,0.095,0.04,0.15,0.078,-15.431,-39.66083
-41.23711,-15.513139999513147,1924,PRDPRD200,BA,INGÁ,Rio Pardo,1,3,0.067,0.02,0.16,0.081,-15.51314,-41.23711
-40.62639,-15.275419999519862,1925,PRDPRD300,BA,INGÁ,Rio Pardo,1,3,0.153,0.02,0.4,0.214,-15.27542,-40.62639
-40.06611,-15.391109999516599,1926,PRDPRD350,BA,INEMA,Pardo,1,3,0.14,0.02,0.34,0.174,-15.39111,-40.06611
-39.86767,-15.520749999512939,1927,PRDPRD400,BA,INGÁ,Rio Pardo,1,3,0.11,0.02,0.27,0.139,-15.52075,-39.86767
-39.72177,-15.560239999511824,1928,PRDPRD430,BA,INGÁ,Rio Pardo,1,3,0.097,0.03,0.22,0.107,-15.56024,-39.72177
-39.4101,-15.579849999511271,1929,PRDPRD500,BA,INGÁ,Rio Pardo,1,3,0.113,0.02,0.3,0.162,-15.57985,-39.4101
-39.30447,-15.568559999511557,1930,PRDPRD600,BA,INGÁ,Rio Pardo,1,3,0.097,0.02,0.25,0.133,-15.56856,-39.30447
-39.05594,-15.662749999508931,1931,PRDPRD800,BA,INGÁ,Rio Pardo,1,3,0.173,0.03,0.46,0.248,-15.66275,-39.05594
-40.62703,-15.231499999521088,1932,PRDVRG100,BA,INEMA,Verruga,1,3,1.41,1.1,1.75,0.326,-15.2315,-40.62703
-38.9733,-6.386429999791141,1933,PRE01,CE,COGERH,Informação não disponível,2,3,0.082,0.034,0.114,0.042,-6.38643,-38.9733
-49.6361,-20.294399999385519,1934,PRET02800,SP,CETESB,Rio Preto,1,6,0.144,0.044,0.295,0.092,-20.2944,-49.6361
-49.355,-20.627779999377204,1935,PRET04300,SP,CETESB,Rio Preto-UGRHI 15,1,6,1.049,0.456,1.92,0.634,-20.62778,-49.355
-39.05236,-12.431999999602811,1936,PRGBCV001,BA,INEMA,Barragem Pedra do Cavalo,2,3,0.04,0.03,0.06,0.017,-12.432,-39.05236
-39.18264,-12.501999999600717,1937,PRGBCV002,BA,INEMA,Barragem Pedra do Cavalo,2,3,0.03,0.02,0.04,0.01,-12.502,-39.18264
-39.26727,-12.542999999599493,1938,PRGBCV003,BA,INEMA,Barragem Pedra do Cavalo,2,3,0.027,0.02,0.04,0.012,-12.543,-39.26727
-39.02794,-12.539999999599587,1939,PRGBCV004,BA,INEMA,Barragem França,2,3,0.037,0.02,0.06,0.021,-12.54,-39.02794
-40.59889,-11.563999999628962,1940,PRGBFR001,BA,INEMA,Barragem França,2,3,0.033,0.02,0.06,0.023,-11.564,-40.59889
-40.6325,-11.56099999962901,1941,PRGBFR003,BA,INEMA,Barragem São José,2,3,0.02,0.02,0.02,0,-11.561,-40.6325
-40.04576,-11.5259999996301,1942,PRGBSJ001,BA,INEMA,Barragem São José,2,3,0.037,0.02,0.07,0.029,-11.526,-40.04576
-40.12,-11.521999999630205,1943,PRGBSJ003,BA,INEMA,Curimataí,1,3,0.107,0.02,0.16,0.076,-11.522,-40.12
-39.93392,-12.513939999600341,1944,PRGCVI500,BA,INGÁ,Rio Capivari,1,2,0.05,0.02,0.08,0.042,-12.51394,-39.93392
-40.90033,-11.509999999630573,1945,PRGJCP100,BA,INEMA,Jacuípe,1,3,0.083,0.02,0.19,0.093,-11.51,-40.90033
-40.29822,-11.609559999627542,1946,PRGJCP200,BA,INGÁ,Rio Jacuípe,1,3,0.033,0.02,0.06,0.023,-11.60956,-40.29822
-39.78906,-11.470669999631754,1947,PRGJCP300,BA,INGÁ,Rio Jacuípe,1,3,0.157,0.03,0.31,0.142,-11.47067,-39.78906
-39.38897,-11.808219999621558,1948,PRGJCP400,BA,INGÁ,Rio Jacuípe,1,3,1.143,0.14,1.99,0.935,-11.80822,-39.38897
-39.00107,-12.285639999607186,1949,PRGJCP600,BA,INGÁ,Rio Jacuípe,1,3,0.48,0.18,0.95,0.412,-12.28564,-39.00107
-38.97301,-12.298569999606777,1950,PRGMAI200,BA,INGÁ,Rio do Maia,1,3,0.333,0.15,0.44,0.159,-12.29857,-38.97301
-41.41772,-12.462059999601907,1951,PRGMCZ500,BA,INEMA,Mucugezinho,1,3,0.023,0.02,0.03,0.006,-12.46206,-41.41772
-39.69819,-12.487489999601117,1952,PRGPEX400,BA,INGÁ,Rio do Peixe,1,2,0.03,0.02,0.04,0.014,-12.48749,-39.69819
-41.38917,-13.005309999585741,1953,PRGPRG300,BA,INGÁ,Rio Paraguaçu,1,3,0.02,0.02,0.02,0,-13.00531,-41.38917
-41.32228,-12.840189999590642,1954,PRGPRG330,BA,INGÁ,Rio Paraguaçu,1,3,0.023,0.02,0.03,0.006,-12.84019,-41.32228
-40.21551,-12.766069999592846,1955,PRGPRG400,BA,INGÁ,Rio Paraguaçu,1,3,0.143,0.02,0.37,0.197,-12.76607,-40.21551
-39.5225,-12.585829999598188,1956,PRGPRG600,BA,INGÁ,Rio Paraguaçu,1,3,0.023,0.02,0.03,0.006,-12.58583,-39.5225
-38.96808,-12.602969999597729,1957,PRGPRG800,BA,INGÁ,Rio Paraguaçu,1,3,0.093,0.03,0.21,0.101,-12.60297,-38.96808
-38.99741,-12.273889999607526,1958,PRGPRN300,BA,INGÁ,Riacho Principal,1,3,3.147,1.86,4.84,1.531,-12.27389,-38.99741
-41.57292,-12.502079999600682,1959,PRGPRT600,BA,INEMA,Preto,1,3,0.09,0.02,0.22,0.113,-12.50208,-41.57292
-41.38222,-12.555719999599114,1960,PRGSJO300,BA,INEMA,São José,1,3,0.03,0.02,0.05,0.017,-12.55572,-41.38222
-41.32814,-12.494169999600938,1961,PRGSTA100,BA,INEMA,Santo Antônio,1,3,0.02,0.02,0.02,0,-12.49417,-41.32814
-41.32561,-12.666219999595814,1962,PRGSTA300,BA,INGÁ,Rio Santo Antônio,1,3,0.02,0.02,0.02,0,-12.66622,-41.32561
-41.1097,-13.05809999958419,1963,PRGUNA350,BA,INGÁ,Rio Una,1,2,0.03,0.02,0.04,0.014,-13.0581,-41.1097
-41.12086,-12.113139999612354,1964,PRGUTG200,BA,INEMA,Utinga,1,3,0.027,0.02,0.04,0.012,-12.11314,-41.12086
-41.20742,-12.504719999600642,1965,PRGUTG500,BA,INGÁ,Rio Utinga,1,3,0.023,0.02,0.03,0.006,-12.50472,-41.20742
-40.39022,-19.765639999398871,1966,PRQ1C005,ES,IEMA,Rio Piraquê-Açu,1,4,0,0,0,0,-19.76564,-40.39022
-40.36922,-19.764079999398874,1967,PRQ1C010,ES,IEMA,Rio Piraquê-Açu,1,2,0,0,0,0,-19.76408,-40.36922
-46.35461,-17.663719999453846,1968,PT001,MG,IGAM,Rio da Prata,1,4,0.028,0.02,0.05,0.015,-17.66372,-46.35461
-46.57056,-17.50110999945819,1969,PT003,MG,IGAM,Rio Paracatu,1,4,0.02,0.02,0.02,0,-17.50111,-46.57056
-46.77094,-17.30446999946351,1970,PT005,MG,IGAM,Córrego Rico,1,4,0.168,0.09,0.26,0.07,-17.30447,-46.77094
-46.71944,-16.533329999484611,1971,PT007,MG,IGAM,Rio Preto,1,4,0.045,0.02,0.08,0.03,-16.53333,-46.71944
-46.01447,-17.029169999471037,1972,PT009,MG,IGAM,Rio Paracatu,1,4,0.04,0.02,0.09,0.034,-17.02917,-46.01447
-45.90275,-17.199859999466373,1973,PT010,MG,IGAM,Rio Caatinga,1,4,0.048,0.02,0.1,0.036,-17.19986,-45.90275
-45.5315,-17.350719999462296,1974,PT011,MG,IGAM,Rio do Sono,1,4,0.025,0.02,0.04,0.01,-17.35072,-45.5315
-45.23556,-16.688329999480377,1975,PT013,MG,IGAM,Rio Paracatu,1,4,0.04,0.02,0.06,0.018,-16.68833,-45.23556
-46.27661,-18.307139999436679,1976,PTE001,MG,IGAM,Rio da Prata,1,4,0.072,0.05,0.11,0.026,-18.30714,-46.27661
-46.88022,-17.98749999944517,1977,PTE003,MG,IGAM,Rio Santa Catarina,1,4,0.12,0.08,0.15,0.032,-17.9875,-46.88022
-46.75131,-17.920999999446927,1978,PTE005,MG,IGAM,Rio Santa Catarina,1,4,0.025,0.02,0.04,0.01,-17.921,-46.75131
-46.61628,-17.779059999450745,1979,PTE007,MG,IGAM,Rio Paracatu,1,4,0.038,0.02,0.05,0.015,-17.77906,-46.61628
-46.92333,-17.743249999451681,1980,PTE009,MG,IGAM,Rio Claro,1,4,0.032,0.02,0.07,0.025,-17.74325,-46.92333
-46.89944,-17.626749999454837,1981,PTE011,MG,IGAM,Ribeirão Arrenegado,1,4,0.02,0.02,0.02,0,-17.62675,-46.89944
-46.79931,-17.477579999458829,1982,PTE013,MG,IGAM,Ribeirão Escurinho,1,4,0.025,0.02,0.04,0.01,-17.47758,-46.79931
-46.60239,-17.502859999458167,1983,PTE015,MG,IGAM,Rio Escuro,1,4,0.02,0.02,0.02,0,-17.50286,-46.60239
-46.52547,-17.511309999457914,1984,PTE017,MG,IGAM,Rio da Prata,1,4,0.03,0.02,0.04,0.008,-17.51131,-46.52547
-45.93411,-17.822109999449591,1985,PTE019,MG,IGAM,Rio do Sono,1,4,0.02,0.02,0.02,0,-17.82211,-45.93411
-45.70342,-17.960829999445856,1986,PTE021,MG,IGAM,Rio Santo Antônio,1,4,0.02,0.02,0.02,0,-17.96083,-45.70342
-46.86683,-17.240309999465289,1987,PTE023,MG,IGAM,Córrego Rico,1,4,0.04,0.03,0.05,0.008,-17.24031,-46.86683
-46.81506,-17.038439999470743,1988,PTE025,MG,IGAM,Ribeirão São Pedro,1,4,0.03,0.02,0.06,0.02,-17.03844,-46.81506
-46.92392,-16.335189999490122,1989,PTE027,MG,IGAM,Rio Preto,1,4,0.023,0.02,0.03,0.005,-16.33519,-46.92392
-46.76653,-17.120529999468502,1990,PTE029,MG,IGAM,Ribeirão São Pedro,1,4,0.04,0.02,0.08,0.028,-17.12053,-46.76653
-46.39061,-16.913579999474202,1991,PTE031,MG,IGAM,Ribeirão Entre Ribeiros,1,4,0.023,0.02,0.03,0.005,-16.91358,-46.39061
-46.23939,-17.025689999471115,1992,PTE033,MG,IGAM,Rio Paracatu,1,4,0.042,0.02,0.08,0.029,-17.02569,-46.23939
-46.09314,-17.059529999470186,1993,PTE035,MG,IGAM,Rio Verde,1,4,0.025,0.02,0.03,0.006,-17.05953,-46.09314
-45.41681,-16.690889999480312,1994,PTE037,MG,IGAM,Ribeirão Santa Fé,1,4,0.04,0.02,0.08,0.028,-16.69089,-45.41681
-46.0139,-23.203899999316032,1995,PTEI02900,SP,CETESB,Rio Paratei,1,6,0.034,0.021,0.05,0.01,-23.2039,-46.0139
-45.30639,-23.238889999315294,1996,PTIN00850,SP,CETESB,Rio Paraitinga,1,6,0.02,0.02,0.022,0.001,-23.23889,-45.30639
-38.90345,-5.105389999832518,1997,PTU01,CE,COGERH,Informação não disponível,2,3,0.058,0.045,0.071,0.013,-5.10539,-38.90345
-45.28861,-23.421389999311117,1998,PUNA00800,SP,CETESB,Rio Paraibuna,1,6,0.02,0.02,0.02,0,-23.42139,-45.28861
-44.06631,-19.938749999394499,1999,PV005,MG,IGAM,Córrego do bairro Cinco,1,4,0.335,0.03,1.13,0.532,-19.93875,-44.06631
-44.07886,-19.929469999394684,2000,PV010,MG,IGAM,Córrego do bairro Bernardo Monteiro,1,4,1.218,0.64,1.76,0.579,-19.92947,-44.07886
-43.28507,-22.818339999324852,1,00RJ10IJ0200,RJ,INEA,Rio Irajá,1,5,1.328,0.27,2.25,0.763,-22.81834,-43.28507
-43.15484,-22.624359999329386,2,00RJ10IN0450,RJ,INEA,Rio Inhomirim,1,5,0.198,0.11,0.28,0.061,-22.62436,-43.15484
-43.17513,-22.649439999328802,3,00RJ10IN0460,RJ,INEA,Rio Inhomirim,1,5,0.25,0.07,0.48,0.182,-22.64944,-43.17513
-43.07784,-22.657979999328578,4,00RJ10IR0540,RJ,INEA,Rio Iriri,1,5,0.274,0.16,0.38,0.086,-22.65798,-43.07784
-43.23403,-22.913809999322687,5,00RJ10JN0820,RJ,INEA,Rio Joana,1,5,2.21,0.71,3.94,1.277,-22.91381,-43.23403
-42.62038,-22.418709999334123,6,00RJ10MC0965,RJ,INEA,Rio Macacu,1,5,0.704,0.08,1.64,0.836,-22.41871,-42.62038
-43.69391,-22.560789999330822,7,00RJ10MC0967,RJ,INEA,Rio Macacu,1,5,0.786,0.16,1.93,0.781,-22.56079,-43.69391
-43.04018,-22.663639999328439,8,00RJ10MG0580,RJ,INEA,Rio Magé,1,5,2.132,1.42,2.87,0.562,-22.66364,-43.04018
-43.21019,-22.900189999323004,9,00RJ10MN0000,RJ,INEA,Informação não disponível,1,5,1.446,0.8,2.26,0.541,-22.90019,-43.21019
-43.19812,-22.907589999322855,10,00RJ10MN0001,RJ,INEA,Canal do Mangue,1,5,1.348,0.72,2.02,0.484,-22.90759,-43.19812
-43.21742,-22.906889999322818,11,00RJ10MR0040,RJ,INEA,Canal do Mangue,1,5,2.448,1.44,3.86,1.041,-22.90689,-43.21742
-43.21019,-22.900189999323004,12,00RJ10MR0043,RJ,INEA,Rio Maracanã,1,5,2.764,0.78,4.96,1.589,-22.90019,-43.21019
-42.91852,-22.782989999325668,13,00RJ10MT0820,RJ,INEA,Rio Mutondo,1,5,2.18,1.39,3.75,0.909,-22.78299,-42.91852
-43.01539,-22.796429999325358,14,00RJ10MT0821,RJ,INEA,Rio Mutondo,1,5,2.166,1.59,3.23,0.651,-22.79643,-43.01539
-43.28329,-22.819579999324816,15,00RJ10PN0180,RJ,INEA,Informação não disponível,1,6,1.363,0.28,2.47,0.882,-22.81958,-43.28329
-43.3668,-22.804679999325199,16,00RJ10PV0981,RJ,INEA,Rio Pavuna,1,5,2.198,0.78,4.78,1.588,-22.80468,-43.3668
-43.3478,-22.803609999325207,17,00RJ10PV0982,RJ,INEA,Rio Pavuna,1,3,2.163,0.77,3.95,1.626,-22.80361,-43.3478
-43.05093,-22.659639999328562,18,00RJ10RN0560,RJ,INEA,Rio Roncador,1,5,0.12,0.05,0.18,0.057,-22.65964,-43.05093
-42.98321,-22.548619999331144,19,00RJ10SB0998,RJ,INEA,Rio Soberbo,1,5,0.126,0.02,0.22,0.074,-22.54862,-42.98321
-43.2511,-22.659859999328507,20,00RJ10SC0420,RJ,INEA,Rio Saracuruna,1,5,0.312,0.07,0.69,0.257,-22.65986,-43.2511
-43.2901,-22.802589999325246,21,00RJ10SJ0220,RJ,INEA,Rio São João de Meriti,1,5,1.946,0.7,2.69,0.778,-22.80259,-43.2901
-43.28764,-22.746309999326527,22,00RJ10SP0300,RJ,INEA,Informação não disponível,1,5,2.174,1.45,2.87,0.583,-22.74631,-43.28764
-43.39729,-22.777869999325812,23,00RJ10SP0305,RJ,INEA,Rio Sarapuí,1,6,2.807,1.71,5.9,1.554,-22.77787,-43.39729
-43.3624,-22.763069999326163,24,00RJ10SP0307,RJ,INEA,Rio Sarapuí,1,5,2.212,1.61,2.8,0.491,-22.76307,-43.3624
-43.3624,-22.763069999326163,25,00RJ10SP0313,RJ,INEA,Rio Sarapuí,1,5,1.648,1.28,2.11,0.311,-22.76307,-43.3624
-43.28335,-22.644059999328913,26,00RJ10SR0400,RJ,INEA,Informação não disponível,1,5,0.306,0.21,0.5,0.114,-22.64406,-43.28335
-43.11897,-22.657619999328595,27,00RJ10SR0500,RJ,INEA,Rio Suruí,1,5,0.204,0.09,0.4,0.137,-22.65762,-43.11897
-43.22231,-22.91993999932253,28,00RJ10TR0060,RJ,INEA,Rio Trapicheiro,1,5,2.542,1.35,5.02,1.541,-22.91994,-43.22231
-44.39561,-22.934529999322205,29,00RJ11BC0060,RJ,INEA,Rio Bracuí,1,4,0.01,0.01,0.01,0,-22.93453,-44.39561
-44.70517,-23.098969999318459,30,00RJ11BG0040,RJ,INEA,Rio da Barra Grande,1,4,0.015,0.01,0.03,0.01,-23.09897,-44.70517
-44.27954,-22.891469999323217,31,00RJ11CA0010,RJ,INEA,Rio Campo Alegre,1,4,0.012,0.01,0.02,0.005,-22.89147,-44.27954
-44.17055,-23.031739999319988,32,00RJ11CG0010,RJ,INEA,Rio Cantagalo,1,3,0.047,0.02,0.07,0.025,-23.03174,-44.17055
-44.72431,-23.225559999315543,33,00RJ11CR0070,RJ,INEA,Rio Corisco,1,4,0.035,0.01,0.09,0.037,-23.22556,-44.72431
-44.32806,-22.948689999321886,34,00RJ11CT0050,RJ,INEA,Rio Caputera,1,4,0.057,0.01,0.18,0.082,-22.94869,-44.32806
-44.44419,-22.970789999321404,35,00RJ11FR0010,RJ,INEA,Rio do Frade (Ambrósio),1,4,0.018,0.01,0.03,0.01,-22.97079,-44.44419
-44.70592,-23.135439999317637,36,00RJ11GU0100,RJ,INEA,Rio Grauna,1,4,0.02,0.01,0.04,0.014,-23.13544,-44.70592
-44.08702,-22.956529999321681,37,00RJ11IG0010,RJ,INEA,Rio Ingaíba,1,4,0.032,0.01,0.05,0.021,-22.95653,-44.08702
-44.22901,-22.99666999932078,38,00RJ11JC0010,RJ,INEA,Rio Jacuecanga,1,4,0.022,0.01,0.05,0.019,-22.99667,-44.22901
-44.323,-22.923669999322463,39,00RJ11JM0030,RJ,INEA,Rio Jurumirim,1,4,0.022,0.01,0.04,0.015,-22.92367,-44.323
-44.53717,-23.024529999320166,40,00RJ11MB0080,RJ,INEA,Rio Mambucaba,1,4,0.018,0.01,0.04,0.015,-23.02453,-44.53717
-44.70031,-23.250029999314993,41,00RJ11ME0020,RJ,INEA,Rio dos Meros,1,4,0.035,0.01,0.05,0.017,-23.25003,-44.70031
-44.29606,-22.978539999321203,42,00RJ11MI0010,RJ,INEA,Rio do Meio (Japuíba),1,4,0.123,0.01,0.21,0.098,-22.97854,-44.29606
-44.71978,-23.217719999315733,43,00RJ11PE0024,RJ,INEA,Rio Perequeaçu,1,4,0.09,0.02,0.21,0.091,-23.21772,-44.71978
-44.67864,-23.268579999314575,44,00RJ11PM0090,RJ,INEA,Rio Parati-Mirim,1,4,0.025,0.01,0.05,0.019,-23.26858,-44.67864
-44.07646,-22.950569999321868,45,00RJ11SA0030,RJ,INEA,Rio Santo Antônio,1,4,0.053,0.03,0.07,0.017,-22.95057,-44.07646
-43.8065,-22.872199999323648,46,00RJ12CA0140,RJ,INEA,Rio Cação,1,4,0.132,0.09,0.21,0.053,-22.8722,-43.8065
-43.5967,-22.782839999325716,47,00RJ12CU0650,RJ,INEA,Rio Cabuçu,1,2,1.87,1.52,2.22,0.495,-22.78284,-43.5967
-43.54509,-22.992209999320881,48,00RJ12EN0670,RJ,INEA,Rio E. Novo,1,2,1.265,0.2,2.33,1.506,-22.99221,-43.54509
-43.6762,-22.872699999323636,49,00RJ12GM0180,RJ,INEA,Rio Guandu mirim,1,4,0.482,0.31,0.85,0.248,-22.8727,-43.6762
-43.62729,-22.809369999325074,50,00RJ12GN0200,RJ,INEA,Rio Guandu,2,12,0.076,0.01,0.14,0.045,-22.80937,-43.62729
-43.66422,-22.657199999328576,51,00RJ12GN0201,RJ,INEA,Rio Guandu,1,11,0.097,0.01,0.41,0.11,-22.6572,-43.66422
-43.75376,-22.889189999323225,52,00RJ12GR0100,RJ,INEA,Rio da Guarda,1,4,0.23,0.11,0.36,0.109,-22.88919,-43.75376
-43.74267,-22.873139999323591,53,00RJ12IG0301,RJ,INEA,Rio Itaguaí,1,4,0.338,0.12,0.54,0.174,-22.87314,-43.74267
-43.59149,-22.787779999325576,54,00RJ12IR0251,RJ,INEA,Rio Ipiranga,1,2,1.615,0.99,2.24,0.884,-22.78778,-43.59149
-43.69576,-22.909479999322748,55,00RJ12IT0040,RJ,INEA,Canal do Itá,1,4,2.23,0.91,4.66,1.706,-22.90948,-43.69576
-43.88928,-22.906729999322817,56,00RJ12IU0100,RJ,INEA,Rio Itinguçu,1,4,0.052,0.01,0.12,0.048,-22.90673,-43.88928
-43.81666,-22.682349999328,57,00RJ12LG0350,RJ,INEA,Ribeirão das Lages,1,9,0.092,0.01,0.23,0.063,-22.68235,-43.81666
-43.78429,-22.692149999327807,58,00RJ12LG0351,RJ,INEA,Ribeirão das Lages,1,9,0.116,0.05,0.44,0.123,-22.69215,-43.78429
-43.70334,-22.628119999329286,59,00RJ12MC0410,RJ,INEA,Rio Macaco,1,9,0.398,0.1,0.7,0.218,-22.62812,-43.70334
-43.78252,-22.870159999323679,60,00RJ12PM0360,RJ,INEA,Rio Piranema,1,4,1.495,0.73,2.61,0.817,-22.87016,-43.78252
-43.62952,-22.729259999326942,61,00RJ12PO0290,RJ,INEA,Rio dos Poços,1,9,0.637,0.14,2.95,0.873,-22.72926,-43.62952
-43.60694,-22.99327999932089,62,00RJ12PR0000,RJ,INEA,Rio Piraquê,1,4,1.875,0.6,3.75,1.361,-22.99328,-43.60694
-43.61583,-22.759769999326227,63,00RJ12QM0270,RJ,INEA,Rio Queimados,1,9,1.741,0.84,2.48,0.636,-22.75977,-43.61583
-43.59254,-22.730369999326893,64,00RJ12QM0271,RJ,INEA,Rio Queimados,1,9,2.127,0.28,6.54,1.869,-22.73037,-43.59254
-44.0464,-22.938809999322096,65,00RJ12SC0490,RJ,INEA,Rio do Saco,1,4,0.115,0.04,0.22,0.086,-22.93881,-44.0464
-43.73499,-22.897389999323028,66,00RJ12SF0080,RJ,INEA,Canal de São Francisco,1,7,0.104,0.01,0.22,0.072,-22.89739,-43.73499
-44.00389,-22.93799999932212,67,00RJ12SH0300,RJ,INEA,Rio Sahy,1,4,0.122,0.05,0.22,0.086,-22.938,-44.00389
-43.66818,-22.63713999932904,68,00RJ12SN0331,RJ,INEA,Rio Santana,1,9,0.128,0.01,0.57,0.168,-22.63714,-43.66818
-43.62299,-22.642499999328933,69,00RJ12SP0310,RJ,INEA,Rio São Pedro,1,9,0.07,0.03,0.12,0.028,-22.6425,-43.62299
-43.70376,-22.919929999322562,70,00RJ12VS0660,RJ,INEA,Vala do Sangue,1,4,2.598,1.55,3.21,0.767,-22.91993,-43.70376
-43.34339,-22.957589999321666,71,00RJ20AN0040,RJ,INEA,Rio do Anil,1,4,2.312,0.49,3.77,1.356,-22.95759,-43.34339
-43.30194,-22.988449999320974,72,00RJ20CC0000,RJ,INEA,Rio Cachoeira,1,4,0.665,0.19,1.05,0.387,-22.98845,-43.30194
-43.41461,-22.974759999321286,73,00RJ20CM0220,RJ,INEA,Rio Camorim,1,4,0.75,0.12,2.37,1.082,-22.97476,-43.41461
-43.35774,-22.954659999321731,74,00RJ20FN0090,RJ,INEA,Arroio Fundo,1,5,1.956,0.71,3.31,1.223,-22.95466,-43.35774
-43.35759,-22.967549999321456,75,00RJ20FN0100,RJ,INEA,Arroio Fundo,1,5,0.478,0.13,0.98,0.348,-22.96755,-43.35759
-43.3826,-22.935879999322172,76,00RJ20GN0400,RJ,INEA,Rio Guerenguê,1,4,1.402,0.55,1.87,0.584,-22.93588,-43.3826
-43.37094,-22.925919999322424,77,00RJ20GR0140,RJ,INEA,Rio Grande,1,4,1.588,0.47,3.04,1.154,-22.92592,-43.37094
-43.41907,-22.918239999322608,78,00RJ20GR0144,RJ,INEA,Rio Grande,1,4,1.198,0.13,2.58,1.024,-22.91824,-43.41907
-43.41472,-22.987359999321015,79,00RJ20MN0240,RJ,INEA,Rio do Marinho,1,4,0.74,0.2,0.94,0.36,-22.98736,-43.41472
-43.39516,-22.961229999321588,80,00RJ20PN0480,RJ,INEA,Rio Pavuninha,1,4,2.105,0.75,2.92,0.96,-22.96123,-43.39516
-43.37914,-22.973109999321338,81,00RJ20PV0180,RJ,INEA,Arroio Pavuna,1,4,2.438,0.47,3.39,1.377,-22.97311,-43.37914
-43.33544,-22.965029999321526,82,00RJ20RT0020,RJ,INEA,Rio Retiro,1,4,2.268,0.44,3.33,1.288,-22.96503,-43.33544
-43.06899,-22.938909999322117,83,00RJ22AZ0100,RJ,INEA,Rio Arrozal,1,2,0.96,0.74,1.18,0.311,-22.93891,-43.06899
-43.06488,-22.941729999322046,84,00RJ22JC0200,RJ,INEA,Rio Jacaré,1,2,1.57,1.14,2,0.608,-22.94173,-43.06488
-43.05761,-22.948709999321878,85,00RJ22SA0720,RJ,INEA,Rio Santo Antônio,1,2,2.205,0.85,3.56,1.916,-22.94871,-43.05761
-42.82858,-22.919609999322535,86,00RJ24AM0000,RJ,INEA,Canal Aeroporto de Marica.,1,2,2.215,2.17,2.26,0.064,-22.91961,-42.82858
-42.86039,-22.928359999322346,87,00RJ24BU0010,RJ,INEA,Canal do Buriche,1,2,1.965,0.55,3.38,2.001,-22.92836,-42.86039
-42.88997,-22.945859999321922,88,00RJ24CI0005,RJ,INEA,Canal de Itaipuaçu,1,2,0.13,0.12,0.14,0.014,-22.94586,-42.88997
-42.71928,-22.911689999322753,89,00RJ24CR0040,RJ,INEA,Rio Caranguejo,1,2,0.145,0.07,0.22,0.106,-22.91169,-42.71928
-42.84025,-22.912109999322695,90,00RJ24LU0010,RJ,INEA,Rio Ludigero,1,2,0.52,0.31,0.73,0.297,-22.91211,-42.84025
-42.63932,-22.915799999322626,91,00RJ31GJ0010,RJ,INEA,Rio Grande Jaconé,1,4,0.132,0.04,0.25,0.087,-22.9158,-42.63932
-42.56529,-22.855149999324013,92,00RJ31JN0500,RJ,INEA,Rio Jundiá,1,3,0.407,0.18,0.76,0.31,-22.85515,-42.56529
-42.48356,-22.903369999322916,93,00RJ31PD0230,RJ,INEA,Rio do Padre,1,4,4.1,0.24,6.73,3.133,-22.90337,-42.48356
-42.60566,-22.885329999323346,94,00RJ31RD0015,RJ,INEA,Rio Roncador,1,4,0.115,0.06,0.24,0.085,-22.88533,-42.60566
-42.51197,-22.85753999932394,95,00RJ31SE0200,RJ,INEA,Rio Seco,1,4,0.26,0.09,0.58,0.226,-22.85754,-42.51197
-42.58657,-22.854039999324051,96,00RJ31TN0020,RJ,INEA,Rio Tinguí,1,4,0.242,0.2,0.32,0.053,-22.85404,-42.58657
-41.68278,-22.054169999342701,97,00RJ32MB0010,RJ,INEA, ,0,4,0.062,0.03,0.1,0.033,-22.05417,-41.68278
-41.39833,-21.818609999348279,98,00RJ32UR0030,RJ,INEA,Rio Ururai,1,4,0.062,0.05,0.08,0.013,-21.81861,-41.39833
-41.12056,-21.822499999348196,99,00RJ33CQ0001,RJ,INEA,Canal Quitingute,1,3,0.1,0.07,0.12,0.026,-21.8225,-41.12056
-41.09583,-21.871669999347031,100,00RJ33CQ0002,RJ,INEA,Canal Quitingute,1,3,0.16,0.06,0.31,0.132,-21.87167,-41.09583
-41.04944,-21.923609999345793,101,00RJ33CQ0003,RJ,INEA,Canal Quitingute,1,3,0.08,0.05,0.11,0.03,-21.92361,-41.04944
-41.03194,-21.944719999345306,102,00RJ33CQ0004,RJ,INEA,Canal Quitingute,1,3,0.057,0.03,0.09,0.031,-21.94472,-41.03194
-44.7251,-22.525269999331631,103,01RJ02FN0130,RJ,INEA,Reservatório de Funil – Queluz.,2,13,0.082,0.01,0.2,0.044,-22.52527,-44.7251
